concept_id,category_id,nulls,api_url
61,806,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/806/
61,832,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/832/
61,833,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/833/
61,834,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/834/
61,837,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/837/
61,836,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/836/
61,842,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/842/
61,843,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/843/
61,845,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/845/
61,848,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/848/
61,849,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/849/
61,850,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/850/
61,851,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/851/
61,830,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/830/
61,844,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/844/
61,846,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/846/
61,792,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/792/
61,852,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/852/
61,797,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/797/
61,804,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/804/
61,796,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/796/
61,854,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/854/
61,858,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/858/
61,821,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/821/
61,831,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/831/
61,857,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/857/
61,860,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/860/
61,862,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/862/
61,861,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/861/
61,863,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/863/
61,794,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/794/
61,840,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/840/
61,864,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/864/
61,866,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/866/
61,867,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/867/
61,868,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/868/
61,869,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/869/
61,791,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/791/
61,856,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/856/
61,855,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/855/
61,870,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/870/
61,874,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/874/
61,873,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/873/
61,820,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/820/
61,838,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/838/
61,875,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/875/
61,880,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/880/
61,872,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/872/
61,807,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/807/
61,813,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/813/
61,810,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/810/
61,881,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/881/
61,882,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/882/
61,815,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/815/
61,814,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/814/
61,816,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/816/
61,876,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/876/
61,878,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/878/
61,885,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/885/
61,879,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/879/
61,886,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/886/
61,809,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/809/
61,826,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/826/
61,825,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/825/
61,884,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/884/
61,839,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/839/
61,888,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/888/
61,890,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/890/
61,892,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/892/
61,893,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/893/
61,899,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/899/
61,906,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/906/
61,900,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/900/
61,910,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/910/
61,909,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/909/
61,887,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/887/
61,916,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/916/
61,917,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/917/
61,896,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/896/
61,933,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/933/
61,902,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/902/
61,905,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/905/
61,903,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/903/
61,937,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/937/
61,911,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/911/
61,929,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/929/
61,912,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/912/
61,904,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/904/
61,824,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/824/
61,924,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/924/
61,827,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/827/
61,930,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/930/
61,942,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/942/
61,828,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/828/
61,918,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/918/
61,941,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/941/
61,921,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/921/
61,923,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/923/
61,927,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/927/
61,928,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/928/
61,931,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/931/
61,934,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/934/
61,935,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/935/
61,936,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/936/
61,943,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/943/
61,962,data.game_data.problem.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/962/
61,963,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/963/
61,965,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound, data.game_data.options[3].option.custom_phoneme_sound, data.game_data.options[4].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/965/
61,891,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/891/
61,964,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.image, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.image, data.game_data.options[2].option.custom_phoneme_sound, data.game_data.options[3].option.image, data.game_data.options[3].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/964/
61,894,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/894/
61,897,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/897/
61,898,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/898/
61,908,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/908/
61,914,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/914/
61,939,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/939/
61,915,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/915/
61,940,"data.game_data.problems[0].image, data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].image, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/940/
61,922,data.game_data.problems.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/61/922/
61,920,"data.game_data.problems[0].custom_phoneme_sound, data.game_data.problems[1].custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/61/920/
39,151,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.image, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.image, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.image, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/39/151/
39,154,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.image, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.image, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/39/154/
39,155,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.image, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.image, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/39/155/
39,152,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.image, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.image, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.image, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/39/152/
39,153,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/39/153/
39,156,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/39/156/
39,140,OK,https://api-play-staging.brightzy.com/word/game/level/39/140/
39,139,OK,https://api-play-staging.brightzy.com/word/game/level/39/139/
39,348,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/39/348/
15,50,data.game_data.problem.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/15/50/
15,54,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound, data.game_data.options[3].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/15/54/
15,58,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound, data.game_data.options[3].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/15/58/
15,60,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound, data.game_data.options[3].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/15/60/
15,61,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound, data.game_data.options[3].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/15/61/
15,59,data.game_data.problem.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/15/59/
38,136,"data.game_data.question_image, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/38/136/
38,137,"data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/38/137/
38,138,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/38/138/
38,347,"data.game_data.question_image, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/38/347/
41,159,OK,https://api-play-staging.brightzy.com/word/game/level/41/159/
41,160,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/41/160/
41,162,"data.game_data.question, data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/41/162/
41,161,"data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound, data.game_data.options[3].option.custom_phoneme_sound, data.game_data.options[4].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/41/161/
42,165,OK,https://api-play-staging.brightzy.com/word/game/level/42/165/
42,166,"data.game_data.question, data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/42/166/
42,163,OK,https://api-play-staging.brightzy.com/word/game/level/42/163/
43,167,OK,https://api-play-staging.brightzy.com/word/game/level/43/167/
43,169,OK,https://api-play-staging.brightzy.com/word/game/level/43/169/
43,168,OK,https://api-play-staging.brightzy.com/word/game/level/43/168/
43,170,"data.game_data.question, data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/43/170/
42,164,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/42/164/
44,173,OK,https://api-play-staging.brightzy.com/word/game/level/44/173/
44,172,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/44/172/
44,174,"data.game_data.question, data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/44/174/
44,171,"data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/44/171/
45,175,data.game_data.options[2].option.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/45/175/
45,230,data.game_data.options[3].option.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/45/230/
45,231,"data.game_data.question, data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/45/231/
45,947,data.game_data.problem.custom_phoneme_sound,https://api-play-staging.brightzy.com/word/game/level/45/947/
48,196,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/196/
48,244,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/244/
48,245,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/245/
48,246,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/246/
48,247,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/247/
48,248,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/248/
48,249,"data.game_data.problem.custom_phoneme_sound, data.game_data.showing_letters[0].letter.custom_phoneme_sound, data.game_data.showing_letters[1].letter.custom_phoneme_sound, data.game_data.showing_letters[2].letter.custom_phoneme_sound, data.game_data.showing_letters[3].letter.custom_phoneme_sound, data.game_data.showing_letters[4].letter.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/249/
48,949,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/949/
48,950,"data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound, data.game_data.options[3].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/950/
48,951,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/951/
48,954,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/954/
48,953,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/953/
48,956,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/956/
48,958,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/958/
48,957,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/957/
48,955,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/955/
48,952,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/48/952/
40,142,"data.game_data.problem.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/40/142/
40,145,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/40/145/
40,141,OK,https://api-play-staging.brightzy.com/word/game/level/40/141/
40,147,"data.game_data.showing_letters[0].option.custom_phoneme_sound, data.game_data.showing_letters[1].option.custom_phoneme_sound, data.game_data.showing_letters[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/40/147/
40,148,data.game_data.question_image,https://api-play-staging.brightzy.com/word/game/level/40/148/
40,144,"data.game_data.question_image, data.game_data.problem.custom_phoneme_sound, data.game_data.options[0].option.custom_phoneme_sound, data.game_data.options[1].option.custom_phoneme_sound, data.game_data.options[2].option.custom_phoneme_sound",https://api-play-staging.brightzy.com/word/game/level/40/144/
